Tipo de cambio;Fecha;Cambio;Var.%
Tipo de cambio Euro / Leis rumanos;04/03/2020;4,8057;-0,04%
Tipo de cambio Euro / Rublos rusos;14/04/2020;80,3923;-0,37%
Tipo de cambio Euro / Rublos rusos;09/04/2020;80,6900;-1,72%
Tipo de cambio Euro / Rublos rusos;08/04/2020;82,1046;-0,56%
Tipo de cambio Euro / Rublos rusos;07/04/2020;82,5675;0,10%
Tipo de cambio Euro / Rublos rusos;06/04/2020;82,4810;-0,39%
Tipo de cambio Euro / Rublos rusos;03/04/2020;82,8075;-3,53%
Tipo de cambio Euro / Rublos rusos;02/04/2020;85,8405;-0,73%
Tipo de cambio Euro / Rublos rusos;01/04/2020;86,4750;0,61%
Tipo de cambio Euro / Rublos rusos;31/03/2020;85,9486;-2,48%
Tipo de cambio Euro / Rublos rusos;30/03/2020;88,1385;2,03%
Tipo de cambio Euro / Rublos rusos;27/03/2020;86,3819;1,26%
Tipo de cambio Euro / Rublos rusos;26/03/2020;85,3100;0,60%
Tipo de cambio Euro / Rublos rusos;25/03/2020;84,8015;-0,42%
Tipo de cambio Euro / Rublos rusos;24/03/2020;85,1561;-1,07%
Tipo de cambio Euro / Rublos rusos;23/03/2020;86,0800;1,15%
Tipo de cambio Euro / Rublos rusos;20/03/2020;85,1038;-2,11%
Tipo de cambio Euro / Rublos rusos;19/03/2020;86,9346;-0,19%
Tipo de cambio Euro / Rublos rusos;18/03/2020;87,0959;5,77%
Tipo de cambio Euro / Rublos rusos;17/03/2020;82,3460;-1,49%
Tipo de cambio Euro / Rublos rusos;16/03/2020;83,5905;3,53%
Tipo de cambio Euro / Rublos rusos;13/03/2020;80,7385;-3,92%
Tipo de cambio Euro / Rublos rusos;12/03/2020;84,0284;3,26%
Tipo de cambio Euro / Rublos rusos;11/03/2020;81,3785;-0,27%
Tipo de cambio Euro / Rublos rusos;10/03/2020;81,5975;-4,18%
Tipo de cambio Euro / Rublos rusos;09/03/2020;85,1553;9,87%
Tipo de cambio Euro / Rublos rusos;06/03/2020;77,5058;4,30%
Tipo de cambio Euro / Rublos rusos;05/03/2020;74,3070;1,49%
Tipo de cambio Euro / Rublos rusos;04/03/2020;73,2180;-1,06%
Tipo de cambio Euro / Rublos rusos;03/03/2020;74,0050;-0,74%
Tipo de cambio Euro / Rublos rusos;02/03/2020;74,5600;1,29%
Tipo de cambio Euro / Dinares;14/04/2020;117,5714;-0,01%
Tipo de cambio Euro / Dinares;13/04/2020;117,5816;-0,01%
Tipo de cambio Euro / Dinares;10/04/2020;117,5894;0,01%
Tipo de cambio Euro / Dinares;09/04/2020;117,5727;-0,01%
Tipo de cambio Euro / Dinares;08/04/2020;117,5860;0,02%
Tipo de cambio Euro / Dinares;07/04/2020;117,5631;0,03%
Tipo de cambio Euro / Dinares;06/04/2020;117,5272;0,01%
Tipo de cambio Euro / Dinares;03/04/2020;117,5101;0,00%
Tipo de cambio Euro / Dinares;02/04/2020;117,5054;0,00%
Tipo de cambio Euro / Dinares;01/04/2020;117,5020;0,00%
Tipo de cambio Euro / Dinares;31/03/2020;117,5042;0,01%
Tipo de cambio Euro / Dinares;30/03/2020;117,4966;-0,01%
Tipo de cambio Euro / Dinares;27/03/2020;117,5133;0,01%
Tipo de cambio Euro / Dinares;26/03/2020;117,5050;-0,01%
Tipo de cambio Euro / Dinares;25/03/2020;117,5212;-0,01%
Tipo de cambio Euro / Dinares;24/03/2020;117,5326;0,01%
Tipo de cambio Euro / Dinares;23/03/2020;117,5217;-0,02%
Tipo de cambio Euro / Dinares;20/03/2020;117,5488;0,00%
Tipo de cambio Euro / Dinares;19/03/2020;117,5524;0,00%
Tipo de cambio Euro / Dinares;18/03/2020;117,5540;-0,06%
Tipo de cambio Euro / Dinares;17/03/2020;117,6267;-0,03%
Tipo de cambio Euro / Dinares;16/03/2020;117,6654;-0,01%
Tipo de cambio Euro / Dinares;13/03/2020;117,6739;0,05%
Tipo de cambio Euro / Dinares;12/03/2020;117,6126;0,00%
Tipo de cambio Euro / Dinares;11/03/2020;117,6137;0,02%
Tipo de cambio Euro / Dinares;10/03/2020;117,5960;0,01%
Tipo de cambio Euro / Dinares;09/03/2020;117,5802;0,02%
Tipo de cambio Euro / Dinares;06/03/2020;117,5524;0,00%
Tipo de cambio Euro / Dinares;05/03/2020;117,5567;0,00%
Tipo de cambio Euro / Dinares;04/03/2020;117,5610;0,01%
Tipo de cambio Euro / Dólares Singapur;14/04/2020;1,5521;0,27%
Tipo de cambio Euro / Dólares Singapur;09/04/2020;1,5479;-0,24%
Tipo de cambio Euro / Dólares Singapur;08/04/2020;1,5517;0,10%
Tipo de cambio Euro / Dólares Singapur;07/04/2020;1,5501;0,14%
Tipo de cambio Euro / Dólares Singapur;06/04/2020;1,5480;-0,06%
Tipo de cambio Euro / Dólares Singapur;03/04/2020;1,5489;-0,82%
Tipo de cambio Euro / Dólares Singapur;02/04/2020;1,5617;-0,46%
Tipo de cambio Euro / Dólares Singapur;01/04/2020;1,5689;0,36%
Tipo de cambio Euro / Dólares Singapur;31/03/2020;1,5633;-0,63%
Tipo de cambio Euro / Dólares Singapur;30/03/2020;1,5732;-0,19%
Tipo de cambio Euro / Dólares Singapur;27/03/2020;1,5762;0,02%
Tipo de cambio Euro / Dólares Singapur;26/03/2020;1,5759;0,69%
Tipo de cambio Euro / Dólares Singapur;25/03/2020;1,5651;-0,26%
Tipo de cambio Euro / Dólares Singapur;24/03/2020;1,5692;-0,34%
Tipo de cambio Euro / Dólares Singapur;23/03/2020;1,5745;1,48%
Tipo de cambio Euro / Dólares Singapur;20/03/2020;1,5515;-0,82%
Tipo de cambio Euro / Dólares Singapur;19/03/2020;1,5643;-0,74%
Tipo de cambio Euro / Dólares Singapur;18/03/2020;1,5760;0,44%
Tipo de cambio Euro / Dólares Singapur;17/03/2020;1,5691;-1,12%
Tipo de cambio Euro / Dólares Singapur;16/03/2020;1,5868;1,17%
Tipo de cambio Euro / Dólares Singapur;13/03/2020;1,5684;-0,60%
Tipo de cambio Euro / Dólares Singapur;12/03/2020;1,5779;0,24%
Tipo de cambio Euro / Dólares Singapur;11/03/2020;1,5741;-0,48%
Tipo de cambio Euro / Dólares Singapur;10/03/2020;1,5817;-0,15%
Tipo de cambio Euro / Dólares Singapur;09/03/2020;1,5841;1,35%
Tipo de cambio Euro / Dólares Singapur;06/03/2020;1,5630;0,87%
Tipo de cambio Euro / Dólares Singapur;05/03/2020;1,5495;0,62%
Tipo de cambio Euro / Dólares Singapur;04/03/2020;1,5400;-0,51%
Tipo de cambio Euro / Dólares Singapur;03/03/2020;1,5479;0,19%
Tipo de cambio Euro / Dólares Singapur;02/03/2020;1,5449;0,86%
Tipo de cambio Euro / Rupias de Sri Lanka;14/01/2019;208,4879;5,60%
Tipo de cambio Euro / Rupias de Sri Lanka;12/11/2018;197,4320;4,31%
Tipo de cambio Euro / Rupias de Sri Lanka;14/05/2018;189,2692;0,45%
Tipo de cambio Euro / Rupias de Sri Lanka;11/05/2018;188,4129;0,53%
Tipo de cambio Euro / Rupias de Sri Lanka;10/05/2018;187,4246;0,16%
Tipo de cambio Euro / Rupias de Sri Lanka;09/05/2018;187,1270;-0,05%
Tipo de cambio Euro / Rupias de Sri Lanka;08/05/2018;187,2209;-0,89%
Tipo de cambio Euro / Rupias de Sri Lanka;04/05/2018;188,9098;-0,16%
Tipo de cambio Euro / Rupias de Sri Lanka;03/05/2018;189,2075;-0,12%
Tipo de cambio Euro / Rupias de Sri Lanka;02/05/2018;189,4275;-0,52%
Tipo de cambio Euro / Rupias de Sri Lanka;30/04/2018;190,4205;0,07%
Tipo de cambio Euro / Rupias de Sri Lanka;27/04/2018;190,2786;-0,69%
Tipo de cambio Euro / Rupias de Sri Lanka;26/04/2018;191,6007;0,07%
Tipo de cambio Euro / Rupias de Sri Lanka;25/04/2018;191,4697;0,00%
Tipo de cambio Euro / Rupias de Sri Lanka;24/04/2018;191,4665;0,07%
Tipo de cambio Euro / Rupias de Sri Lanka;23/04/2018;191,3339;-0,52%
Tipo de cambio Euro / Rupias de Sri Lanka;20/04/2018;192,3337;-0,70%
Tipo de cambio Euro / Rupias de Sri Lanka;19/04/2018;193,6817;0,01%
Tipo de cambio Euro / Rupias de Sri Lanka;18/04/2018;193,6625;0,51%
Tipo de cambio Euro / Rupias de Sri Lanka;17/04/2018;192,6786;0,01%
Tipo de cambio Euro / Rupias de Sri Lanka;16/04/2018;192,6573;0,40%
Tipo de cambio Euro / Rupias de Sri Lanka;12/04/2018;191,8811;-0,40%
Tipo de cambio Euro / Rupias de Sri Lanka;11/04/2018;192,6553;0,22%
Tipo de cambio Euro / Rupias de Sri Lanka;10/04/2018;192,2316;0,45%
Tipo de cambio Euro / Rupias de Sri Lanka;09/04/2018;191,3674;0,58%
Tipo de cambio Euro / Rupias de Sri Lanka;06/04/2018;190,2673;-0,55%
Tipo de cambio Euro / Rupias de Sri Lanka;05/04/2018;191,3129;0,23%
Tipo de cambio Euro / Rupias de Sri Lanka;04/04/2018;190,8757;-0,15%
Tipo de cambio Euro / Rupias de Sri Lanka;03/04/2018;191,1701;-0,52%
Tipo de cambio Euro / Rupias de Sri Lanka;29/03/2018;192,1737;-0,68%
Tipo de cambio Euro / Rands;14/04/2020;20,0255;1,97%
Tipo de cambio Euro / Rands;09/04/2020;19,6383;-0,63%
Tipo de cambio Euro / Rands;08/04/2020;19,7624;-1,11%
Tipo de cambio Euro / Rands;07/04/2020;19,9838;-1,82%
Tipo de cambio Euro / Rands;06/04/2020;20,3534;0,44%
Tipo de cambio Euro / Rands;03/04/2020;20,2642;0,43%
Tipo de cambio Euro / Rands;02/04/2020;20,1770;2,62%
Tipo de cambio Euro / Rands;01/04/2020;19,6619;0,27%
Tipo de cambio Euro / Rands;31/03/2020;19,6095;-0,60%
Tipo de cambio Euro / Rands;30/03/2020;19,7286;2,00%
Tipo de cambio Euro / Rands;27/03/2020;19,3415;1,01%
Tipo de cambio Euro / Rands;26/03/2020;19,1484;1,59%
Tipo de cambio Euro / Rands;25/03/2020;18,8478;-1,19%
Tipo de cambio Euro / Rands;24/03/2020;19,0754;0,32%
Tipo de cambio Euro / Rands;23/03/2020;19,0140;2,71%
Tipo de cambio Euro / Rands;20/03/2020;18,5127;-0,90%
Tipo de cambio Euro / Rands;19/03/2020;18,6800;0,63%
Tipo de cambio Euro / Rands;18/03/2020;18,5624;1,83%
Tipo de cambio Euro / Rands;17/03/2020;18,2288;-1,79%
Tipo de cambio Euro / Rands;16/03/2020;18,5602;3,55%
Tipo de cambio Euro / Rands;13/03/2020;17,9235;-2,83%
Tipo de cambio Euro / Rands;12/03/2020;18,4447;1,29%
Tipo de cambio Euro / Rands;11/03/2020;18,2100;0,28%
Tipo de cambio Euro / Rands;10/03/2020;18,1596;-0,71%
Tipo de cambio Euro / Rands;09/03/2020;18,2898;2,46%
Tipo de cambio Euro / Rands;06/03/2020;17,8514;3,34%
Tipo de cambio Euro / Rands;05/03/2020;17,2746;1,74%
Tipo de cambio Euro / Rands;04/03/2020;16,9784;-2,00%
Tipo de cambio Euro / Rands;03/03/2020;17,3245;-0,55%
Tipo de cambio Euro / Rands;02/03/2020;17,4202;1,90%
Tipo de cambio Euro / Coronas suecas;14/04/2020;10,9158;-0,27%
Tipo de cambio Euro / Coronas suecas;09/04/2020;10,9455;0,06%
Tipo de cambio Euro / Coronas suecas;08/04/2020;10,9385;0,55%
Tipo de cambio Euro / Coronas suecas;07/04/2020;10,8788;-0,91%
Tipo de cambio Euro / Coronas suecas;06/04/2020;10,9788;0,24%
Tipo de cambio Euro / Coronas suecas;03/04/2020;10,9520;0,23%
Tipo de cambio Euro / Coronas suecas;02/04/2020;10,9265;-0,09%
Tipo de cambio Euro / Coronas suecas;01/04/2020;10,9368;-1,13%
Tipo de cambio Euro / Coronas suecas;31/03/2020;11,0613;0,22%
Tipo de cambio Euro / Coronas suecas;30/03/2020;11,0375;0,20%
Tipo de cambio Euro / Coronas suecas;27/03/2020;11,0158;0,08%
Tipo de cambio Euro / Coronas suecas;26/03/2020;11,0070;0,39%
Tipo de cambio Euro / Coronas suecas;25/03/2020;10,9638;-1,13%
Tipo de cambio Euro / Coronas suecas;24/03/2020;11,0888;0,16%
Tipo de cambio Euro / Coronas suecas;23/03/2020;11,0715;0,11%
Tipo de cambio Euro / Coronas suecas;20/03/2020;11,0598;-0,83%
Tipo de cambio Euro / Coronas suecas;19/03/2020;11,1523;1,18%
Tipo de cambio Euro / Coronas suecas;18/03/2020;11,0223;0,57%
Tipo de cambio Euro / Coronas suecas;17/03/2020;10,9593;0,55%
Tipo de cambio Euro / Coronas suecas;16/03/2020;10,8998;0,50%
Tipo de cambio Euro / Coronas suecas;13/03/2020;10,8453;-0,45%
Tipo de cambio Euro / Coronas suecas;12/03/2020;10,8945;1,59%
Tipo de cambio Euro / Coronas suecas;11/03/2020;10,7238;-0,72%
Tipo de cambio Euro / Coronas suecas;10/03/2020;10,8015;0,76%
Tipo de cambio Euro / Coronas suecas;09/03/2020;10,7203;1,00%
Tipo de cambio Euro / Coronas suecas;06/03/2020;10,6145;0,22%
Tipo de cambio Euro / Coronas suecas;05/03/2020;10,5915;0,34%
Tipo de cambio Euro / Coronas suecas;04/03/2020;10,5555;-0,03%
Tipo de cambio Euro / Coronas suecas;03/03/2020;10,5590;-0,45%
Tipo de cambio Euro / Coronas suecas;02/03/2020;10,6063;-0,63%
Tipo de cambio Euro / Francos suizos;14/04/2020;1,0543;-0,14%
Tipo de cambio Euro / Francos suizos;09/04/2020;1,0558;0,01%
Tipo de cambio Euro / Francos suizos;08/04/2020;1,0557;-0,24%
Tipo de cambio Euro / Francos suizos;07/04/2020;1,0582;0,21%
Tipo de cambio Euro / Francos suizos;06/04/2020;1,0560;0,12%
Tipo de cambio Euro / Francos suizos;03/04/2020;1,0547;-0,04%
Tipo de cambio Euro / Francos suizos;02/04/2020;1,0551;-0,12%
Tipo de cambio Euro / Francos suizos;01/04/2020;1,0564;-0,20%
Tipo de cambio Euro / Francos suizos;31/03/2020;1,0585;0,13%
Tipo de cambio Euro / Francos suizos;30/03/2020;1,0571;-0,09%
Tipo de cambio Euro / Francos suizos;27/03/2020;1,0581;-0,50%
Tipo de cambio Euro / Francos suizos;26/03/2020;1,0634;0,30%
Tipo de cambio Euro / Francos suizos;25/03/2020;1,0602;0,28%
Tipo de cambio Euro / Francos suizos;24/03/2020;1,0572;-0,17%
Tipo de cambio Euro / Francos suizos;23/03/2020;1,0590;0,42%
Tipo de cambio Euro / Francos suizos;20/03/2020;1,0546;0,10%
Tipo de cambio Euro / Francos suizos;19/03/2020;1,0535;-0,10%
Tipo de cambio Euro / Francos suizos;18/03/2020;1,0546;-0,14%
Tipo de cambio Euro / Francos suizos;17/03/2020;1,0561;0,14%
Tipo de cambio Euro / Francos suizos;16/03/2020;1,0546;-0,58%
Tipo de cambio Euro / Francos suizos;13/03/2020;1,0608;0,56%
Tipo de cambio Euro / Francos suizos;12/03/2020;1,0549;-0,40%
Tipo de cambio Euro / Francos suizos;11/03/2020;1,0591;-0,03%
Tipo de cambio Euro / Francos suizos;10/03/2020;1,0594;0
Tipo de cambio Euro / Francos suizos;09/03/2020;1,0594;0,05%
Tipo de cambio Euro / Francos suizos;06/03/2020;1,0589;-0,69%
Tipo de cambio Euro / Francos suizos;05/03/2020;1,0663;0,15%
Tipo de cambio Euro / Francos suizos;04/03/2020;1,0647;0,01%
Tipo de cambio Euro / Francos suizos;03/03/2020;1,0646;-0,08%
Tipo de cambio Euro / Francos suizos;02/03/2020;1,0655;0,39%
Tipo de cambio Euro / Bahts;14/04/2020;35,8600;0,55%
Tipo de cambio Euro / Bahts;09/04/2020;35,6650;0,15%
Tipo de cambio Euro / Bahts;08/04/2020;35,6130;-0,15%
Tipo de cambio Euro / Bahts;07/04/2020;35,6650;0,58%
Tipo de cambio Euro / Bahts;06/04/2020;35,4590;-0,40%
Tipo de cambio Euro / Bahts;03/04/2020;35,6010;-1,00%
Tipo de cambio Euro / Bahts;02/04/2020;35,9610;-0,42%
Tipo de cambio Euro / Bahts;01/04/2020;36,1110;0,52%
Tipo de cambio Euro / Bahts;31/03/2020;35,9250;-0,43%
Tipo de cambio Euro / Bahts;30/03/2020;36,0810;0,87%
Tipo de cambio Euro / Bahts;27/03/2020;35,7690;-0,19%
Tipo de cambio Euro / Bahts;26/03/2020;35,8360;0,97%
Tipo de cambio Euro / Bahts;25/03/2020;35,4910;-0,12%
Tipo de cambio Euro / Bahts;24/03/2020;35,5330;0,27%
Tipo de cambio Euro / Bahts;23/03/2020;35,4380;1,68%
Tipo de cambio Euro / Bahts;20/03/2020;34,8510;-0,64%
Tipo de cambio Euro / Bahts;19/03/2020;35,0760;-1,05%
Tipo de cambio Euro / Bahts;18/03/2020;35,4480;-0,04%
Tipo de cambio Euro / Bahts;17/03/2020;35,4610;-1,32%
Tipo de cambio Euro / Bahts;16/03/2020;35,9370;1,97%
Tipo de cambio Euro / Bahts;13/03/2020;35,2440;-0,96%
Tipo de cambio Euro / Bahts;12/03/2020;35,5860;0,01%
Tipo de cambio Euro / Bahts;11/03/2020;35,5840;-0,63%
Tipo de cambio Euro / Bahts;10/03/2020;35,8090;-0,75%
Tipo de cambio Euro / Bahts;09/03/2020;36,0810;1,24%
Tipo de cambio Euro / Bahts;06/03/2020;35,6400;0,98%
Tipo de cambio Euro / Bahts;05/03/2020;35,2950;1,23%
Tipo de cambio Euro / Bahts;04/03/2020;34,8660;-0,56%
Tipo de cambio Euro / Bahts;03/03/2020;35,0630;0,27%
Tipo de cambio Euro / Bahts;02/03/2020;34,9680;0,97%
Tipo de cambio Euro / Nuevos dólares taiwaneses;14/04/2020;32,9630;0,84%
Tipo de cambio Euro / Nuevos dólares taiwaneses;09/04/2020;32,6880;-0,18%
Tipo de cambio Euro / Nuevos dólares taiwaneses;08/04/2020;32,7470;-0,05%
Tipo de cambio Euro / Nuevos dólares taiwaneses;07/04/2020;32,7640;0,42%
Tipo de cambio Euro / Nuevos dólares taiwaneses;06/04/2020;32,6270;0,00%
Tipo de cambio Euro / Nuevos dólares taiwaneses;03/04/2020;32,6280;-1,02%
Tipo de cambio Euro / Nuevos dólares taiwaneses;02/04/2020;32,9640;-0,42%
Tipo de cambio Euro / Nuevos dólares taiwaneses;01/04/2020;33,1020;-0,28%
Tipo de cambio Euro / Nuevos dólares taiwaneses;31/03/2020;33,1960;-0,63%
Tipo de cambio Euro / Nuevos dólares taiwaneses;30/03/2020;33,4070;0,55%
Tipo de cambio Euro / Nuevos dólares taiwaneses;27/03/2020;33,2240;0,11%
Tipo de cambio Euro / Nuevos dólares taiwaneses;26/03/2020;33,1870;1,33%
Tipo de cambio Euro / Nuevos dólares taiwaneses;25/03/2020;32,7530;-0,01%
Tipo de cambio Euro / Nuevos dólares taiwaneses;24/03/2020;32,7570;0,44%
Tipo de cambio Euro / Nuevos dólares taiwaneses;23/03/2020;32,6140;0,74%
Tipo de cambio Euro / Nuevos dólares taiwaneses;20/03/2020;32,3730;-1,46%
Tipo de cambio Euro / Nuevos dólares taiwaneses;19/03/2020;32,8520;-0,89%
Tipo de cambio Euro / Nuevos dólares taiwaneses;18/03/2020;33,1470;-0,26%
Tipo de cambio Euro / Nuevos dólares taiwaneses;17/03/2020;33,2340;-1,50%
Tipo de cambio Euro / Nuevos dólares taiwaneses;16/03/2020;33,7410;1,04%
Tipo de cambio Euro / Nuevos dólares taiwaneses;13/03/2020;33,3930;-1,41%
Tipo de cambio Euro / Nuevos dólares taiwaneses;12/03/2020;33,8710;-0,56%
Tipo de cambio Euro / Nuevos dólares taiwaneses;11/03/2020;34,0630;-0,27%
Tipo de cambio Euro / Nuevos dólares taiwaneses;10/03/2020;34,1540;-0,66%
Tipo de cambio Euro / Nuevos dólares taiwaneses;09/03/2020;34,3800;1,20%
Tipo de cambio Euro / Nuevos dólares taiwaneses;06/03/2020;33,9710;1,47%
Tipo de cambio Euro / Nuevos dólares taiwaneses;05/03/2020;33,4800;0,66%
Tipo de cambio Euro / Nuevos dólares taiwaneses;04/03/2020;33,2600;-0,13%
Tipo de cambio Euro / Nuevos dólares taiwaneses;03/03/2020;33,3030;-0,12%
Tipo de cambio Euro / Nuevos dólares taiwaneses;02/03/2020;33,3420;0,59%
Tipo de cambio Euro / Dólares trinitense;09/04/2020;7,3410;0,20%
Tipo de cambio Euro / Dólares trinitense;08/04/2020;7,3265;-0,13%
Tipo de cambio Euro / Dólares trinitense;07/04/2020;7,3357;1,03%
Tipo de cambio Euro / Dólares trinitense;06/04/2020;7,2607;0,02%
Tipo de cambio Euro / Dólares trinitense;03/04/2020;7,2596;-1,56%
Tipo de cambio Euro / Dólares trinitense;01/04/2020;7,3749;-0,78%
Tipo de cambio Euro / Dólares trinitense;27/03/2020;7,4329;1,39%
Tipo de cambio Euro / Dólares trinitense;25/03/2020;7,3312;-0,05%
Tipo de cambio Euro / Dólares trinitense;24/03/2020;7,3347;0,85%
Tipo de cambio Euro / Dólares trinitense;23/03/2020;7,2731;-0,32%
Tipo de cambio Euro / Dólares trinitense;19/03/2020;7,2963;-1,10%
Tipo de cambio Euro / Dólares trinitense;18/03/2020;7,3773;-0,54%
Tipo de cambio Euro / Dólares trinitense;17/03/2020;7,4171;-1,59%
Tipo de cambio Euro / Dólares trinitense;16/03/2020;7,5369;0,21%
Tipo de cambio Euro / Dólares trinitense;13/03/2020;7,5210;-1,09%
Tipo de cambio Euro / Dólares trinitense;12/03/2020;7,6041;-0,60%
Tipo de cambio Euro / Dólares trinitense;11/03/2020;7,6496;-0,50%
Tipo de cambio Euro / Dólares trinitense;10/03/2020;7,6883;-0,39%
Tipo de cambio Euro / Dólares trinitense;09/03/2020;7,7183;1,12%
Tipo de cambio Euro / Dólares trinitense;06/03/2020;7,6330;1,06%
Tipo de cambio Euro / Dólares trinitense;05/03/2020;7,5528;1,63%
Tipo de cambio Euro / Dólares trinitense;28/02/2020;7,4320;0,33%
Tipo de cambio Euro / Dólares trinitense;27/02/2020;7,4075;1,50%
Tipo de cambio Euro / Dólares trinitense;21/02/2020;7,2978;0,13%
Tipo de cambio Euro / Dólares trinitense;20/02/2020;7,2880;0,08%
Tipo de cambio Euro / Dólares trinitense;19/02/2020;7,2824;0,29%
Tipo de cambio Euro / Dólares trinitense;18/02/2020;7,2615;-0,67%
Tipo de cambio Euro / Dólares trinitense;14/02/2020;7,3109;-0,09%
Tipo de cambio Euro / Dólares trinitense;13/02/2020;7,3176;-0,52%
Tipo de cambio Euro / Dólares trinitense;12/02/2020;7,3556;-0,35%
Tipo de cambio Euro / Dinares tunecinos;13/04/2020;3,1621;-0,09%
Tipo de cambio Euro / Dinares tunecinos;08/04/2020;3,1651;0,16%
Tipo de cambio Euro / Dinares tunecinos;07/04/2020;3,1600;0,22%
Tipo de cambio Euro / Dinares tunecinos;06/04/2020;3,1530;-0,36%
Tipo de cambio Euro / Dinares tunecinos;01/04/2020;3,1645;-0,29%
Tipo de cambio Euro / Dinares tunecinos;31/03/2020;3,1737;-0,20%
Tipo de cambio Euro / Dinares tunecinos;30/03/2020;3,1800;0,32%
Tipo de cambio Euro / Dinares tunecinos;27/03/2020;3,1699;0,67%
Tipo de cambio Euro / Dinares tunecinos;26/03/2020;3,1486;0,30%
Tipo de cambio Euro / Dinares tunecinos;25/03/2020;3,1393;-0,14%
Tipo de cambio Euro / Dinares tunecinos;24/03/2020;3,1435;0,20%
Tipo de cambio Euro / Dinares tunecinos;23/03/2020;3,1371;-0,78%
Tipo de cambio Euro / Dinares tunecinos;19/03/2020;3,1616;-0,66%
Tipo de cambio Euro / Dinares tunecinos;18/03/2020;3,1827;0,02%
Tipo de cambio Euro / Dinares tunecinos;17/03/2020;3,1821;-0,44%
Tipo de cambio Euro / Dinares tunecinos;16/03/2020;3,1962;0,39%
Tipo de cambio Euro / Dinares tunecinos;13/03/2020;3,1837;0,07%
Tipo de cambio Euro / Dinares tunecinos;12/03/2020;3,1814;-0,03%
Tipo de cambio Euro / Dinares tunecinos;11/03/2020;3,1825;-0,22%
Tipo de cambio Euro / Dinares tunecinos;10/03/2020;3,1896;-0,33%
Tipo de cambio Euro / Dinares tunecinos;09/03/2020;3,2000;0,60%
Tipo de cambio Euro / Dinares tunecinos;06/03/2020;3,1811;0,25%
Tipo de cambio Euro / Dinares tunecinos;05/03/2020;3,1730;-0,08%
Tipo de cambio Euro / Dinares tunecinos;04/03/2020;3,1756;-0,18%
Tipo de cambio Euro / Dinares tunecinos;03/03/2020;3,1812;0,19%
Tipo de cambio Euro / Dinares tunecinos;02/03/2020;3,1752;0,82%
Tipo de cambio Euro / Dinares tunecinos;27/02/2020;3,1494;0,21%
Tipo de cambio Euro / Dinares tunecinos;26/02/2020;3,1429;0,29%
Tipo de cambio Euro / Dinares tunecinos;25/02/2020;3,1338;0,40%
Tipo de cambio Euro / Dinares tunecinos;24/02/2020;3,1214;0,20%
Tipo de cambio Euro / Liras turcas;14/04/2020;7,4472;1,69%
Tipo de cambio Euro / Liras turcas;09/04/2020;7,3233;-0,77%
Tipo de cambio Euro / Liras turcas;08/04/2020;7,3798;0,32%
Tipo de cambio Euro / Liras turcas;07/04/2020;7,3562;0,58%
Tipo de cambio Euro / Liras turcas;06/04/2020;7,3136;1,16%
Tipo de cambio Euro / Liras turcas;03/04/2020;7,2296;-0,51%
Tipo de cambio Euro / Liras turcas;02/04/2020;7,2665;-0,36%
Tipo de cambio Euro / Liras turcas;01/04/2020;7,2925;1,20%
Tipo de cambio Euro / Liras turcas;31/03/2020;7,2063;-0,57%
Tipo de cambio Euro / Liras turcas;30/03/2020;7,2475;2,17%
Tipo de cambio Euro / Liras turcas;27/03/2020;7,0935;0,75%
Tipo de cambio Euro / Liras turcas;26/03/2020;7,0407;1,05%
Tipo de cambio Euro / Liras turcas;25/03/2020;6,9672;-0,62%
Tipo de cambio Euro / Liras turcas;24/03/2020;7,0110;-1,28%
Tipo de cambio Euro / Liras turcas;23/03/2020;7,1016;1,73%
Tipo de cambio Euro / Liras turcas;20/03/2020;6,9806;-1,16%
Tipo de cambio Euro / Liras turcas;19/03/2020;7,0625;0,19%
Tipo de cambio Euro / Liras turcas;18/03/2020;7,0491;-1,12%
Tipo de cambio Euro / Liras turcas;17/03/2020;7,1286;-0,39%
Tipo de cambio Euro / Liras turcas;16/03/2020;7,1568;2,46%
Tipo de cambio Euro / Liras turcas;13/03/2020;6,9850;-0,73%
Tipo de cambio Euro / Liras turcas;12/03/2020;7,0361;0,18%
Tipo de cambio Euro / Liras turcas;11/03/2020;7,0236;0,50%
Tipo de cambio Euro / Liras turcas;10/03/2020;6,9884;-0,17%
Tipo de cambio Euro / Liras turcas;09/03/2020;7,0002;1,15%
Tipo de cambio Euro / Liras turcas;06/03/2020;6,9209;1,72%
Tipo de cambio Euro / Liras turcas;05/03/2020;6,8038;0,31%
Tipo de cambio Euro / Liras turcas;04/03/2020;6,7828;-1,16%
Tipo de cambio Euro / Liras turcas;03/03/2020;6,8626;-0,91%
Tipo de cambio Euro / Liras turcas;02/03/2020;6,9253;1,32%
Tipo de cambio Euro / Grivnas;14/04/2020;29,5376;-0,08%
Tipo de cambio Euro / Grivnas;13/04/2020;29,5606;-0,26%
Tipo de cambio Euro / Grivnas;10/04/2020;29,6382;0,21%
Tipo de cambio Euro / Grivnas;09/04/2020;29,5762;0,66%
Tipo de cambio Euro / Grivnas;07/04/2020;29,3827;-0,60%
Tipo de cambio Euro / Grivnas;06/04/2020;29,5601;-1,73%
Tipo de cambio Euro / Grivnas;03/04/2020;30,0812;-0,80%
Tipo de cambio Euro / Grivnas;02/04/2020;30,3238;0,22%
Tipo de cambio Euro / Grivnas;01/04/2020;30,2564;-2,28%
